Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
navigateToUrl(URL),Chrome 131.0.0.0,,,14-01-2025 17:37:52,14-01-2025 17:38:04,11.414s,PASSED
delay(2),Chrome 131.0.0.0,,,14-01-2025 17:38:04,14-01-2025 17:38:06,2.002s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Home Page/a_Sign In""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:38:06,14-01-2025 17:38:08,1.819s,PASSED
"click(findTestObject(""Object Repository/Scenario_4/Page_Home Page/a_Sign In""))",Chrome 131.0.0.0,,,14-01-2025 17:38:08,14-01-2025 17:38:10,2.891s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Customer Login/input_Email_loginusername""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:38:10,14-01-2025 17:38:11,0.283s,PASSED
"setText(findTestObject(""Object Repository/Scenario_4/Page_Customer Login/input_Email_loginusername""), UserID)",Chrome 131.0.0.0,,,14-01-2025 17:38:11,14-01-2025 17:38:11,0.639s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Customer Login/input_Password_loginpassword""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:38:11,14-01-2025 17:38:12,0.262s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Scenario_4/Page_Customer Login/input_Password_loginpassword""), Password)",Chrome 131.0.0.0,,,14-01-2025 17:38:12,14-01-2025 17:38:12,0.319s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Customer Login/span_Sign In""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:38:12,14-01-2025 17:38:12,0.290s,PASSED
"click(findTestObject(""Object Repository/Scenario_4/Page_Customer Login/span_Sign In""))",Chrome 131.0.0.0,,,14-01-2025 17:38:12,14-01-2025 17:38:18,5.917s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Home Page/input_Search_q""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:38:18,14-01-2025 17:38:19,0.678s,PASSED
"setText(findTestObject(""Object Repository/Scenario_4/Page_Home Page/input_Search_q""), ""Nike"")",Chrome 131.0.0.0,,,14-01-2025 17:38:19,14-01-2025 17:38:23,3.829s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Home Page/button_Search""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:38:23,14-01-2025 17:38:23,0.455s,PASSED
"click(findTestObject(""Object Repository/Scenario_4/Page_Home Page/button_Search""))",Chrome 131.0.0.0,,,14-01-2025 17:38:23,14-01-2025 17:38:28,4.758s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Search results for Nike/span_Search results for Nike""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:38:28,14-01-2025 17:38:28,0.270s,PASSED
"verifyElementText(findTestObject(""Object Repository/Scenario_4/Page_Search results for Nike/span_Search results for Nike""), ""Search results for: 'Nike'"")",Chrome 131.0.0.0,,,14-01-2025 17:38:28,14-01-2025 17:38:28,0.288s,PASSED
assert true,Chrome 131.0.0.0,,,14-01-2025 17:38:28,14-01-2025 17:38:28,0.001s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 131.0.0.0,,,14-01-2025 17:38:28,14-01-2025 17:38:29,0.447s,PASSED
